"","x"
"515","RT @amasehimika147: Pfizer Vaccine causing Patients to get BELL'S PALSY &amp; FACIAL PARALYSIS!!

Four trial participants who received the Pfiz…"
"516","RT @martinmckee: We - @IndependentSage - call for clarity on UK's #COVID strategy in the Sunday Times. We can't just depend on the vaccine,…"
"517","RT @RobertKennedyJr: California’s top epidemiologist issued a statement Sunday evening recommending a pause on the use of a huge batch of #…"
"518","RT @MarkLevineNYC: Your reminder that although 2.5m people are now eligible for the covid vaccine in NYC, one group has been excluded: peop…"
"519","Get so excited every time a friend or family member posts they’ve had the covid vaccine, science is incredible and… https://t.co/oe3XSweUsj"
"520","RT @DFisman: Vaccine prioritization in phase II in Ontario: the province has put out a framework, which seems not unreasonable (https://t.c…"
"521","We are open! If you’re 65+ and born in January or February or a first responder or healthcare worker, you can recei… https://t.co/BxrUxfQMhq"
"522","RT @people: NBA Legend Kareem Abdul-Jabbar Urges the Public to Get COVID-19 Vaccine in New PSA<U+200B> https://t.co/u1wToKSY06"
"523","RT @JujuliaGrace: The government are talking about numbers of people “vaccinated”, again and again

You wouldn’t say someone has received a…"
"524","RT @people: NBA Legend Kareem Abdul-Jabbar Urges the Public to Get COVID-19 Vaccine in New PSA<U+200B> https://t.co/u1wToKSY06"
"525","24-hour vaccine sites to be piloted by end of January - as rollout to over-70s begins https://t.co/58cS3SEsXR https://t.co/AQk93REhWB"
"526","RT @ProfKapilKumar: Global Covid spreader our Dr &amp; scientiss have defeated you in biological warfare you waged ! So keep crying !when are y…"
"527","RT @DrAmirKhanGP: People from minority ethnic backgrounds have been targeted by misinformation about the Covid vaccines 

They are safe and…"
"528","RT @Richard__JR_: Deaths Climb in California, as States’ Vaccine Plans Struggle https://t.co/8KeH0Kwn00"
"529","RT @DrJacobsRad: ""The European Union will have a much shorter interruption in deliveries of the Pfizer-BioNTech COVID-19 vaccine than Canad…"
"530","RT @ISTAmembers: TAKE ACTION: Ask state to prioritize teachers for COVID-19 vaccine.

https://t.co/W5FLmjvUM6"
"531","COVID-19: PM says four million people have had first dose of vaccine https://t.co/QajHcE46I9"
"532","RT @gabrieloguda: George Natembeya has told those Turkana MPs asking to be evacuated to tell him who will help the Gov't solve the problem…"
"533","Anti-vaccine groups receive more than $850,000 from White House in COVID relief program - The Washington Post https://t.co/3YyiyI7h0j"
"534","After allergic reactions, CA pauses use of large batch of MODERNA vax... https://t.co/7kBIxX2QFI #drudge"
"535","RT @EFFSouthAfrica: EFF Statement On The Procurement Of COVID-19 Vaccine https://t.co/hBbEazBTvi"
"536","RT @LeeHurstComic: My view has remain unchanged since day one.
Shield the vulnerable who want to be and leave the rest of society alone.
RE…"
"537","RT @NBCPalmSprings: The State is warning providers Monday to stop administering a particular batch of the Moderna vaccine due to an unusual…"
"538","RT @talkRADIO: Mark Drakeford, Wales' First Minister, has been criticised for saying the Pfizer Covid vaccine would be rolled-out slowly in…"
"539","RT @LegionHoops: Kareem Abdul-Jabbar will receive the COVID vaccine as part of the NBA’s efforts to promote vaccinations, reports @MarkG_Me…"
"540","RT @CNN: ""Good news: I just got vaccinated!"" comedian Steve Martin tweeted. ""Bad news: I got it because I'm 75. Ha!"" https://t.co/ItdD141hxG"
"541","RT @Max46023367: @sapiofoxxy @covid_500 Jon Snow interviewing Sir john Bell,a member of Sage..Bell blurts out that this Vaccine will Steril…"
"542","As we listen to @Conservatives call for £20 cut to poorest families, Read This record they hold

The UK has the hig… https://t.co/7RCfQbjsAb"
"543","RT @AfamDeluxo: The Executive Governor of Anambra State taking Covid-19 vaccine in the United States. Agbara nwaany<U+1ECB> <U+0001F31A>

https://t.co/Xv1IJr…"
"544","RT @skarlamangla: Omg: So many people have died in Los Angeles County that officials have temporarily suspended air-quality regulations tha…"
"545","@DrNighatArif @NHSuk @projecthalo @BritishIMA Thank you Dr Nighat Arif, it is so important to get these messages ac… https://t.co/tEbtBuYDHt"
"546","RT @brucel: Just heard a vicious rumour doing the rounds: Covid vaccine supplies will run out by the end of next week.
""I predict a riot"",…"
"547","RT @SherOnHealth: Why has @pfizer pushed Canada to the back of the line for #COVID19 vaccine and when will @JustinTrudeau fight back for Ca…"
"548","RT @MarkLevineNYC: Your reminder that although 2.5m people are now eligible for the covid vaccine in NYC, one group has been excluded: peop…"
"549","RT @DefenceHQ: <U+0001F44D>The @BritishArmy are helping to set up 80 new COVID-19 vaccine centres in <U+0001F3F4><U+000E0067><U+000E0062><U+000E0073><U+000E0063><U+000E0074><U+000E007F>Scotland.  

98 soldiers, organised into 1…"
"550","RT @people: NBA Legend Kareem Abdul-Jabbar Urges the Public to Get COVID-19 Vaccine in New PSA<U+200B> https://t.co/u1wToKSY06"
"551","@a_1_0_2_ @KevinMccairn @JCPEREZCODEX @BillyBostickson @Rossana38510044 @NeBirgitta @johannamaaghul @flavinkins… https://t.co/qm4qBjGIR7"
"552","RT @DefenceHQ: <U+0001F44D>The @BritishArmy are helping to set up 80 new COVID-19 vaccine centres in <U+0001F3F4><U+000E0067><U+000E0062><U+000E0073><U+000E0063><U+000E0074><U+000E007F>Scotland.  

98 soldiers, organised into 1…"
"553","RT @HighWireTalk: ""If none of the vaccines do prevent transmission, but only prevent disease, then the whole notion of “vaccine passports”…"
"554","RT @butjesswhy: quick thread of stupid comments i have received about getting the covid vaccine by irls that obviously forgot that i am dis…"
"555","Got my first Covid-19 vaccine !!! https://t.co/YSIe4bTjEV"
"556","RT @CBSNews: Norway says no link between COVID-19 vaccine and several elderly recipients' deaths https://t.co/pKT83xzd7Y"
"557","RT @DMDeDionisio: Florida Governor Ron DeSantis is corruptly screwing with the COVID vaccine rollout https://t.co/ROtOp55pv6 via @PalmerRep…"
"558","RT @OD_ant: People over the age of 65 should have access to the Covid vaccine before politicians."
"559","RT @boblister_poole: Corbyn attacks Boris for 'vaccine nationalism' &amp; demands jabs given away to other nations. What An Absolute Idiot Is C…"
"560","In 16 states that have released covid vaccine data by race, white residents are being vaccinated at significantly h… https://t.co/PqGApJu42u"
"561","WATCH LIVE: SC health officials to discuss the state's COVID-19 vaccine rollout efforts https://t.co/RuBArNakvJ"
"562","Karnataka’s Covid vaccine recipient dies of heart stroke: Minister https://t.co/AZtSRDcrDe"
"563","RT @skarlamangla: Omg: So many people have died in Los Angeles County that officials have temporarily suspended air-quality regulations tha…"
"564","Anti-vaccine groups receive more than $850,000 in COVID relief program - The Washington Post https://t.co/AN49R4dkvV"
"565","Cuomo Slams DHHS, Pushes To Buy COVID Jabs Directly From Pfizer; Norway Struggles To Ease Vaccine... https://t.co/WpaEdsi68s"
"566","Exclusive: Acceptance of COVID-19 vaccine is rising, but so is pessimism about getting back to normal https://t.co/08mxefNRK5 via @usatoday"
"567","108-Year-Old Italian Woman Receives COVID-19 Vaccine https://t.co/zVhaDHGss3"
"568","I’m attending Presidential Inaugural Committee’s event, “Nurses with Biden/Harris ""HELP IS ON THE WAY"" COVID Vaccin… https://t.co/Kswd2ZL9p8"
"569","RT @HighWireTalk: ""If none of the vaccines do prevent transmission, but only prevent disease, then the whole notion of “vaccine passports”…"
"570","These BBC pics from when they followed 90 year old Mrs Marriage to get her covid vaccine make me smile so much https://t.co/O0xNa6Qwnx"
"571","RT @JujuliaGrace: The government are talking about numbers of people “vaccinated”, again and again

You wouldn’t say someone has received a…"
"572","RT @TheScotsman: The move is part of the largest peacetime resilience operation ever undertaken by the UK armed forces.

https://t.co/Hv2uI…"
"573","RT @RobertKennedyJr: California’s top epidemiologist issued a statement Sunday evening recommending a pause on the use of a huge batch of #…"
"574","RT @dukewhitethin: https://t.co/CksIb6ZRsu
Israel controls Palestine's borders and economy and leaves their citizens waiting for the Covid…"
"575","RT @FayeEsq: Covid vaccine: Mark Drakeford faces 'go-slow' roll-out criticism - BBC News

Um the former Tory minister Stephen Crabb is the…"
"576","RT @EFFSouthAfrica: EFF Statement On The Procurement Of COVID-19 Vaccine https://t.co/hBbEazBTvi"
"577","RT @UKCovid19Stats: 3,947,442 doses of a COVID-19 vaccine have been administered in <U+0001F3F4><U+000E0067><U+000E0062><U+000E0065><U+000E006E><U+000E0067><U+000E007F> England.

+155,848 doses in the latest 24hr per…"
"578","Hi <U+2066>@IainDale<U+2069> @LBC vaccine roll out is great but why is it other countries who are vaccinating far less are not th… https://t.co/1cgRrVJVkn"
"579","RT @NewsHour: Director-General Tedros Adhanom Ghebreyesus said it’s “not right” that younger, healthier adults in wealthy countries get vac…"
"580","RT @smotus: Two presidencies today

Biden: ""Here's my plan for getting the Covid vaccine distributed quickly and rebuilding the economy.""…"
"581","RT @rtenews: On the protocol for any 'excess' #Covid19 vaccine doses, planners are advised to have a list of 120 healthcare workers on stan…"
"582","Thank fuck the socialists lost the election. 

Share on Twitter https://t.co/JPdy8Yin8w"
"583","RT @lleven2: @msm_monitor And Covid statistics are now given for whole UK to hide Englands stats. Unless its the vaccine, they are back to…"
"584","RT @nicholasdante_: BREAKING NEWS: Britney Spears has stolen the COVID-19 vaccine. Motive’s unknown. https://t.co/jZnxz4gBoA"
"585","RT @BiancaWJHL: Area paramedic Jim Garbe today told me that though the COVID-19 vaccine represents a ""light at the end of the tunnel"" we ar…"
"586","RT @RobertKennedyJr: California’s top epidemiologist issued a statement Sunday evening recommending a pause on the use of a huge batch of #…"
"587","RT @JujuliaGrace: The government are talking about numbers of people “vaccinated”, again and again

You wouldn’t say someone has received a…"
"588","RT @JoeNBC: Operation Warp Speed leaders waited more than two months to approve a plan to distribute and administer Covid-19 vaccines propo…"
"589","RT @SurrbhiM: According to the official reports released by the Modi Govt, 580 cases of abnormal health issues along with 2 deaths have bee…"
"590","RT @Soap_Hub: .@EBraeden encourages everyone to do the same when they can. #Theyoungandtherestless #Soapoperas #Soaphub
https://t.co/kP0k2r…"
"591","Me on twitter: Vaccinations are good! Cant wait to get the covid vaccine!!!

Me in the doctors office when I see th… https://t.co/kA2O3lOZ3a"
"592","RT @kanimozhi: Prime Minister and other Minister who are working hard in saving this nation lives are very precious for all Indians. Hence,…"
"593","RT @MarkLevineNYC: Your reminder that although 2.5m people are now eligible for the covid vaccine in NYC, one group has been excluded: peop…"
"594","RT @HywelDdaHB: Every week Hywel Dda UHB will publish a Vaccine Bulletin, providing up-to-date information regarding the progress of the CO…"
"595","RT @WJHL11: When can grandparents safely visit their grandkids after receiving the COVID-19 vaccine? https://t.co/LJPdmoFU91"
"596","Palestine Refugees Are Forced to the Back of the COVID Vaccine Line https://t.co/S2b4KobBWx via @truthout - Conditi… https://t.co/iw3QEK17Ue"
"597","RT @JujuliaGrace: The government are talking about numbers of people “vaccinated”, again and again

You wouldn’t say someone has received a…"
"598","RT @DrAmirKhanGP: People from minority ethnic backgrounds have been targeted by misinformation about the Covid vaccines 

They are safe and…"
"599","RT @ANI: Two persons died after taking COVID-19 vaccine in UP &amp; Karnataka. Death of the UP resident is not related to vaccination; post mor…"
"600","RT @skarlamangla: Omg: So many people have died in Los Angeles County that officials have temporarily suspended air-quality regulations tha…"
"601","Alberta's COVID-19 vaccine supply on brink of exhaustion, first dose appointments rescheduled https://t.co/uo4ZTgL2P1"
"602","RT @RobertKennedyJr: California’s top epidemiologist issued a statement Sunday evening recommending a pause on the use of a huge batch of #…"
"603","RT @HighWireTalk: ""If none of the vaccines do prevent transmission, but only prevent disease, then the whole notion of “vaccine passports”…"
"604","RT @boblister_poole: Corbyn attacks Boris for 'vaccine nationalism' &amp; demands jabs given away to other nations. What An Absolute Idiot Is C…"
"605","@DailyMailUK Interesting Phil is pleased his Mum has had her 2nd Covid vaccine... considering they don't get on!"
"606","RT @gabrieloguda: George Natembeya has told those Turkana MPs asking to be evacuated to tell him who will help the Gov't solve the problem…"
"607","RT @AnthonyNolan: It's wonderful and very welcome news that clinically extremely vulnerable patients in England can now receive the COVID-1…"
"608","RT @radleybalko: I know it’s a running joke that the Trump administration is pro-virus, but they literally provided anti-virus public funds…"
"609","RT @amasehimika147: Pfizer Vaccine causing Patients to get BELL'S PALSY &amp; FACIAL PARALYSIS!!

Four trial participants who received the Pfiz…"
"610","Never thought I would be in the market for a fake ID that said I was 65– CDC expands eligibility to everyone 65 and… https://t.co/mfpInWYQ2k"
"611","RT @nicholasdante_: BREAKING NEWS: Britney Spears has stolen the COVID-19 vaccine. Motive’s unknown. https://t.co/jZnxz4gBoA"
"612","RT @kaj33: So important for all of us to get vaccinated.  I am featured in this  latest NBA PSA – and will air during the broadcasts of the…"
"613","besties i think i'm getting my covid vaccine before april https://t.co/XuNAQbfEUt"
"614","RT @DrAmirKhanGP: People from minority ethnic backgrounds have been targeted by misinformation about the Covid vaccines 

They are safe and…"
"615","RT @RobertKennedyJr: California’s top epidemiologist issued a statement Sunday evening recommending a pause on the use of a huge batch of #…"
"616","RT @1_Comm: Do you know a vulnerable person with a vaccine or medical appointment? We can get them there and home safely. Our cheerful covi…"
"617","RT @MarkLevineNYC: Your reminder that although 2.5m people are now eligible for the covid vaccine in NYC, one group has been excluded: peop…"
"618","RT @EFFSouthAfrica: EFF Statement On The Procurement Of COVID-19 Vaccine https://t.co/hBbEazBTvi"
"619","Mich. fire chief to state: Let us administer COVID-19 vaccine https://t.co/953IcVfQix"
"620","RT @RodilElizabeth: More than 2,300 WCSD employees offered COVID-19 vaccine  https://t.co/MdlM3kXBre"
"621","RT @WSJ: Dollar General is offering employees a deal: Go get a Covid-19 vaccine and receive four hours of pay https://t.co/b52bF4w5OB"
"622","The @NHSuk delivering 140 #Covid19 vaccinations EVERY MINUTE in the face of Covid admission rate of 1 patient every… https://t.co/r4yJioGLZn"
"623","RT @EFFSouthAfrica: EFF Statement On The Procurement Of COVID-19 Vaccine https://t.co/hBbEazBTvi"
"624","RT @DrAmirKhanGP: People from minority ethnic backgrounds have been targeted by misinformation about the Covid vaccines 

They are safe and…"
"625","Top GP tells Wales 'stop sitting on vaccines and get on with it' <U+0001F92B> EVEN TOP GP’s TELLING DUCKFORD START THINKING LO… https://t.co/lSv8Ozy2FC"
"626","Two persons died after taking COVID-19 vaccine in UP &amp; Karnataka. Death of the UP resident is not related to vaccin… https://t.co/wjVdM8H7vH"
"627","I’m having a hard time using this online appt scheduler for my covid vaccine. God if you don’t want me to get it just say that"
"628","RT @LeslieH24367191: Demented, absolutely demented 

Corbyn attacks Boris for 'vaccine nationalism' &amp; demands jabs given away to other nati…"
"629","RT @KiloFxTrot: Pfizer COVID vaccine makes more antibodies than infection - report  https://t.co/e4YWIHWGgD"
"630","A woman in Jordan became the first #refugee to receive the #COVID19 vaccine. Read more about Canada's involvement f… https://t.co/3r1DNUxP2h"
"631","Protect yourselves and others from the flu virus – get the flu vaccine.  

If you've had COVID-19, it is safe to ha… https://t.co/lGub53ZthS"
"632","RT @GMA: ""My grandparents have had the vaccine, and I’m very proud of them for doing that."" https://t.co/tHUCemXdAm"
"633","https://t.co/C0UzmFLlqz Cuomo Slams DHHS, Pushes To Buy COVID Jabs Directly From Pfizer; Norway Struggles To Ease V… https://t.co/u968jMd7ld"
"634","CDC, FDA Investigating California Moderna Covid-19 Vaccine Lot With ‘Higher Than Usual’ Allergic Reactions https://t.co/nZITZKyijg"
"635","RT @Newsweek: West Virginia, only state to shun Walgreens, CVS, leads U.S. COVID vaccine rates https://t.co/8FYSI09r5R"
"636","What questions do you have about the COVID vaccine?

Q: Is there more than one vaccine available?

A: Yes! Currentl… https://t.co/EfsdF9UC5D"
"637","RT @DrAmirKhanGP: People from minority ethnic backgrounds have been targeted by misinformation about the Covid vaccines 

They are safe and…"
"638","@StevenBeschloss I have a better shot at getting a COVID vaccine shot then that happening. And as it seems neither are possible"
"639","RT @skarlamangla: Omg: So many people have died in Los Angeles County that officials have temporarily suspended air-quality regulations tha…"
"640","RT @nowthisnews: Johnson &amp; Johnson says its one-dose COVID-19 vaccine generated both antibody and T-cell responses against the virus with f…"
"641","RT @people: NBA Legend Kareem Abdul-Jabbar Urges the Public to Get COVID-19 Vaccine in New PSA<U+200B> https://t.co/u1wToKSY06"
"642","RT @hankgreen: A thing that is very clear:
The vaccines are safe and effective

Things that we know some about but would like to know more:…"
"643","RT @nyoroshah: Religion waiting science to find covid 19 vaccine so they can give god all the credit https://t.co/eAEfKU2vJ6"
"644","RT @johnandi: Just received an appointment for my first Covid vaccine injection, next Saturday. Second one 10-12 weeks later, they say. We…"
"645","If I get the vaccine and nut in a girl does that make her immune to covid too?"
"646","RT @nowthisnews: Johnson &amp; Johnson says its one-dose COVID-19 vaccine generated both antibody and T-cell responses against the virus with f…"
"647","RT @EFFSouthAfrica: EFF Statement On The Procurement Of COVID-19 Vaccine https://t.co/hBbEazBTvi"
"648","Sinovac says its COVID-19 vaccine more effective with longer dosing interval | Reuters https://t.co/VvRWIXmp4U"
"649","RT @nowthisnews: Johnson &amp; Johnson says its one-dose COVID-19 vaccine generated both antibody and T-cell responses against the virus with f…"
"650","@piersmorgan why is Wales lagging so far behind with the vaccine . We need to make it 24 hours a day in Wales pleas… https://t.co/aQbeaCVufP"
"651","COVID news live: UK currently has highest daily death rate per person in world - as WHO warns over global vaccine r… https://t.co/dkoeGVH3AB"
"652","RT @DrJacobsRad: ""There were ZERO new vaccines delivered to the provinces and territories...""

And Liberal backbenchers are today still cla…"
"653","RT @CarersUK: To assist you and those you care for during this difficult time we have compiled some of the latest information about the COV…"
"654","According to sleuthing by Italian security company Yarix, more than 33 megabytes of data from the European Medicine… https://t.co/iahklGoKZH"
"655","RT @ProgIntl: This is vaccine apartheid on a global scale.

https://t.co/ahgSVeT5CB"
"656","RT @BuyoyaJonah: Ministry of Health has revealed that the COVID-19 vaccine will not reach Zambia in February as earlier indicated. Cabinet…"
"657","@lorrain00414525 I have been desperately trying to catch it. Covid just avoids Bricklayers.  We don't need a vaccin… https://t.co/prGA9g2j2h"
"658","RT @YahooEnt: Steve Martin has received the COVID-19 vaccine: 'Bad news: I got it because I'm 75' https://t.co/1anEwbngR2 https://t.co/7d9A…"
"659","RT @nypost: Health and Human Services chief Azar critical of Biden's COVID-19 vaccine goal https://t.co/YLct5mtcjz https://t.co/zxXePt7GHt"
"660","'Will help intensify fight': WHO welcomes India's Covid-19 vaccine approval
https://t.co/k7fNj6CJYQ

via NaMo App https://t.co/BJVsTS3ogh"
"661","Health officials said if you for some reason you can't get a second dose of COVID vaccine in 3-4 weeks, get it ""as… https://t.co/U9o0NeyEMY"
"662","RT @BlancoTarantino: Four trial volunteers who got Pfizer's COVID-19 vaccine developed Bell's palsy - but FDA denies that the temporary fac…"
"663","RT @RoyalReporter: We have previously reported, after Buckingham Palace’s initial resistance, that William appeared more disposed to promot…"
"664","RT @robsmithonline: Last weekend, a deranged leftist masquerading as a “Republican” told me “as a Black man” I shouldn’t question taking th…"
"665","Excellent news as to the trends in Ohio over the last week: may they continue as we roll out the vaccine program! https://t.co/pw7cJJrKeD"
"666","RT @amasehimika147: Pfizer Vaccine causing Patients to get BELL'S PALSY &amp; FACIAL PARALYSIS!!

Four trial participants who received the Pfiz…"
"667","Can you recommend anyone for this job? Pharmacist – COVID Vaccine Support - https://t.co/YE74eTMQgg #pharmacist #pharmd"
"668","RT @NC_PLWC: We collaborated with @nu_abolition on a COVID vaccine factsheet for prisoners. We'll be mailing these out soon with zines &amp; le…"
"669","Mercer, Lawrence counties waiting to hear Phase 1B plans for COVID-19 vaccine https://t.co/gy7PWHLggY"
"670","RT @Chunkz: just saw 4 homeless men giving eachother the covid vaccine under a bridge, what a caring community we live in <U+0001F64F><U+0001F629>"
"671","Covid-19: Four million in UK get their first vaccine https://t.co/QmJjcS0NY0"
"672","When can grandparents safely visit their grandkids after receiving the COVID-19 vaccine? https://t.co/7hH5he6cul"
"673","RT @MoneyTalksWS: Uber is offering free trips to those getting the Covid-19 vaccine at one of the 7 vaccination centres across the UK. 

Be…"
"674","RT @JS49: Hacked emails allegedly detail how EU drug regulator was pressured to approve Pfizer jab despite ‘problems’ with the vaccine — RT…"
"675","RT @DLeonhardt: Dr. Offit told me we should be greeting the Covid vaccines with the same enthusiasm that greeted the polio vaccine: “It sho…"
"676","#Ohio is opening the #COVID #vaccine up to more residents this week and over the next few months. 

Other states ar… https://t.co/Xck8K5pgc1"
"677","RT @skarlamangla: Omg: So many people have died in Los Angeles County that officials have temporarily suspended air-quality regulations tha…"
"678","RT @JoeNBC: Operation Warp Speed leaders waited more than two months to approve a plan to distribute and administer Covid-19 vaccines propo…"
"679","...
“We are so impressed<U+270C><U+0001F3FB><U+0001F60D>” 
<U+0001F1FA><U+0001F1F8> Ambassador to #Saudi <U+0001F1F8><U+0001F1E6> praises the kingdom’s healthcare workers after receiving h… https://t.co/VZ2YuSVe8Y"
"680","RT @CBSNews: Norway says no link between COVID-19 vaccine and several elderly recipients' deaths https://t.co/pKT83xzd7Y"
"681","RT @gabrieloguda: George Natembeya has told those Turkana MPs asking to be evacuated to tell him who will help the Gov't solve the problem…"
"682","RT @lleven2: @msm_monitor And Covid statistics are now given for whole UK to hide Englands stats. Unless its the vaccine, they are back to…"
"683","Covid-19 vaccine hub opens at Taunton Racecourse https://t.co/2iRIulj70O https://t.co/qW3sBbvYKq"
"684","RT @TheGlobeEvents: As the rollout of the COVID-19 vaccination ramps up, many Canadians have questions. Join The Globe and @RSCTheAcademies…"
"685","RT @SherOnHealth: Why has @pfizer pushed Canada to the back of the line for #COVID19 vaccine and when will @JustinTrudeau fight back for Ca…"
"686","@GaDPH With no COVID vaccine reserve, the difficult job of vaccinating people has become a near impossible job. I w… https://t.co/eGNw9Oporg"
"687","RT @vegsource: Warning against a batch of Moderna's COVID-19 vaccine - WARNING! WARNING! https://t.co/xGBEsrWfNe"
"688","RT @JujuliaGrace: The government are talking about numbers of people “vaccinated”, again and again

You wouldn’t say someone has received a…"
"689","thinking about developing a comorbidity https://t.co/10d0Xi9BHo"
"690","@johncardillo @Cduncan26 @MeghanMcCain @ProjectLincoln what he is going to do with the 10-20 thousand people carava… https://t.co/7zgUuTzOVg"
"691","RT @trollls2020: Share on Twitter https://t.co/JcS6qwb1se"
"692","RT @samanthamaiden: PM says older Norwegians who died after COVID vaccine were in ""last stages of life"" <U+0001F636>"
"693","RT @HighWireTalk: ""If none of the vaccines do prevent transmission, but only prevent disease, then the whole notion of “vaccine passports”…"
"694","RT @skarlamangla: Omg: So many people have died in Los Angeles County that officials have temporarily suspended air-quality regulations tha…"
"695","RT @jamilhussan_a: #Modi ji is Afraid of:

<U+0001F449>Farmer’s 
<U+0001F449>Press 
<U+0001F449>China 
<U+0001F449>Covid vaccine https://t.co/pS65th27HB"
"696","RT @MarkSeddon1962: Dear Lisa, has Labour added its voice to those calling on Netanyahu to end Israel's vaccine apartheid? @LisaNandy https…"
"697","RT @HighWireTalk: ""If none of the vaccines do prevent transmission, but only prevent disease, then the whole notion of “vaccine passports”…"
"698","RT @TheTodayShow: Olympians want access to a covid-19 vaccine to allow them to compete at the Tokyo Olympics. @JelisaApps #9Today https://t…"
"699","RT @size5Choos: Anti-vaccine groups receive more than $850,000 in COVID relief program - The Washington Post  https://t.co/YURHTS4aeK"
"700","RT @opmthebahamas: A statement from the National COVID-19 Vaccine Consultative Committee. Read here: https://t.co/3F2IyINyft https://t.co/c…"
"701","72 hours after my Covid vaccine now. And all side effects have totally gone. <U+0001F44D><U+0001F489>"
"702","RT @michalrozworski: 25 vaccine doses administered across all poor countries 

39,000,000 doses administered in wealthier countries

What m…"
"703","RT @nowthisnews: Johnson &amp; Johnson says its one-dose COVID-19 vaccine generated both antibody and T-cell responses against the virus with f…"
"704","RT @AmeshAA: “If there is an example of a vaccine in widespread clinical use that has this selective effect — prevents disease but not infe…"
"705","RT @WestBocaDems: Anti-vaccine groups receive more than $850,000 in COVID relief program - The Washington Post https://t.co/bsCqo6L8JK"
"706","39000000 versus 25. Let those numbers sink in. #inequality

https://t.co/vICjmsHYhi"
"707","RT @M_Star_Online: The hostile environment could block undocumented migrants from accessing Covid vaccine: Healthcare professionals call on…"
"708","RT @skarlamangla: Omg: So many people have died in Los Angeles County that officials have temporarily suspended air-quality regulations tha…"
"709","RT @rtenews: Transparency around how the Covid vaccine is being rolled out was back in the spotlight today. The HSE says it issued guidance…"
"710","RT @JoeNBC: Operation Warp Speed leaders waited more than two months to approve a plan to distribute and administer Covid-19 vaccines propo…"
"711","RT @gabrieloguda: George Natembeya has told those Turkana MPs asking to be evacuated to tell him who will help the Gov't solve the problem…"
"712","@ASoftstar Damn COVID vaccine <U+0001F489>"
"713","<U+0001F5E3> | Resident receives Pfizer COVID-19 vaccination

#Chorleywood 

https://t.co/sZ3JvHtehE"
"714","RT @itvnews: .@MattHancock outlines the conditions for lifting England's lockdown:
• The number of Covid deaths decreasing
• Pressure on th…"
"715","RT @CBSNews: Cuomo blames the Trump administration for expanding COVID vaccine eligibility without delivering additional doses, saying elig…"
"716","Coronavirus vaccine passports aren’t available yet, but could be an investment for the future https://t.co/aYmymgkb9p"
"717","New York Gov. Cuomo asks to buy Covid vaccine directly from Pfizer amid dose shortages https://t.co/acPPLn057T"
"718","RT @AlexMLeo: I did a dive today into why West Virginia is so rapidly outpacing other states in their vaccine distribution and it turns out…"
"719","Over 4 mln Britons receive first dose of COVID-19 vaccine https://t.co/qtSQig697B"
"720","RT @skarlamangla: Omg: So many people have died in Los Angeles County that officials have temporarily suspended air-quality regulations tha…"
"721","RT @nowthisnews: Johnson &amp; Johnson says its one-dose COVID-19 vaccine generated both antibody and T-cell responses against the virus with f…"
"722","RT @MarkLevineNYC: Your reminder that although 2.5m people are now eligible for the covid vaccine in NYC, one group has been excluded: peop…"
"723","@2tweetaboutit @jeremycorbyn @BorisJohnson He's a berk, the UK has been giving hundreds of millons to GAVI every ye… https://t.co/ywQEGqi3dG"
"724","@PGCHealth can someone living in a different Maryland county get their COVID-19 vaccine in PG county?"
"725","Crazy how the party of ""My Body My Choice"" wants you to take a vaccine and if you don't, you can't have freedom. 

https://t.co/r4ZRILi3ay"
"726","RT @MusicbyScott: Remember when I said this would happen and you called me crazy?

Thousands of vaccinated people to be offered 'Covid-pass…"
"727","Vaccine priority: who should get the Covid jab next in UK? https://t.co/A5sMBHI5aN https://t.co/nqADHKcnTJ"
"728","who started that rumor that the covid vaccine causes infertility?"
"729","RT @lewis_goodall: Great breakdown of the relative effectiveness of each of the different vaccines with one dose vs two here. It's not that…"
"730","More instances of covid vaccine hesitancy. Open it up to anyone who wants to get it. 

https://t.co/2TUVqSUN5w"
"731","South African mining companies say they are well-placed to support the COVID-19 response thanks to decades of exper… https://t.co/S940bR0Mpo"
"732","RT @ChrisHo57357908: Three weeks into the covid pandemic, Norway recorded 5 deaths WITH Covid-19. Three weeks into vaccinations, Norway has…"
"733","RT @skarlamangla: Omg: So many people have died in Los Angeles County that officials have temporarily suspended air-quality regulations tha…"
"734","RT @JujuliaGrace: The government are talking about numbers of people “vaccinated”, again and again

You wouldn’t say someone has received a…"
"735","RT @larryelder: Charles Barkley: Athletes Pay More in Taxes, ‘Deserve Some Preferential Treatment’ for Covid-19 Vaccine 
https://t.co/7nIKU…"
"736","Nigeria requests 10 million COVID-19 vaccine doses from African Union https://t.co/fmUR2wSBuw"
"737","RT @OfficialSauravD: #BREAKING 

Health Ministry's DCGI, who finally approved COVID Vaccines, when asked who will be liable for adverse rea…"
"738","RT @NVICLoeDown: #California pauses use of large batch of #Moderna #COVID19 vaccine | KTLA https://t.co/2gIH4qnwWB

""330,000 doses distribu…"
"739","RT @JoePajak: “4,062,501 people have received a first dose of #COVID-19 #vaccine. However, only 452,301 have received a second dose. Import…"
"740","RT @markomlor: @JustinMcElroy I don’t even get the annual flu shot. 

Living a supremely fit + healthy lifestyle is the only defense I need…"
"741","So the new tactic on my local town facebook group is to essentially brag about having a covid vaccine .. wow"
